id,eo_number,president,pres_party,beg_term,end_term,signed_date,year,month,day,congress,divided,commemorative,description,pap_majortopic,pap_subtopic,majortopic,subtopic
3189,12712,BUSH,200,0,0,19900426,1990,4,26,101,1,0,Adding the Secretary of Energy to the National Space Council,17,1701,17,1701
3190,12713,BUSH,200,0,0,19900501,1990,5,1,101,1,0,Report required by section 502 of the Automotive Product Trade Act of 1965,10,1006,10,1002
3191,12714,BUSH,200,0,0,19900503,1990,5,3,101,1,0,Establishing an emergency board to investigate disputes between certain railroads represented by the National Carriers' Conference Committee of the National Railway Labor Conference and their employees represented by certain labor organizations,10,1005,10,1005
3192,12715,BUSH,200,0,0,19900503,1990,5,3,101,1,0,"Determination under section 2606 of Title 10, United States Code, for support of scouting activities overseas",16,1608,16,1608
3193,12716,BUSH,200,0,0,19900524,1990,5,24,101,1,0,Extending the National Commission on Superconductivity,17,1709,17,1709
3194,12717,BUSH,200,0,0,19900618,1990,6,18,101,1,0,Revoking Executive Order No. 12691,13,1305,13,1305
3195,12718,BUSH,200,0,0,19900629,1990,6,29,101,1,0,President's Advisory Commission on the Public Service,13,1305,13,1305
3196,12719,BUSH,200,0,0,19900711,1990,7,11,101,1,0,President's Commission on the Federal Appointment Process,20,2005,20,2005
3197,12720,BUSH,200,0,0,19900716,1990,7,16,101,1,0,President's Council on Rural America,14,1405,14,1405
3198,12721,BUSH,200,0,0,19900730,1990,7,30,101,1,0,Eligibility of overseas employees for noncompetitive appointments,20,2004,20,2004
3199,12722,BUSH,200,0,0,19900802,1990,8,2,101,1,0,Blocking Iraqi government property and prohibiting transactions with Iraq,19,1921,19,1921
3200,12723,BUSH,200,0,0,19900802,1990,8,2,101,1,0,Blocking Kuwaiti government property,19,1921,19,1921
3201,12724,BUSH,200,0,0,19900809,1990,8,9,101,1,0,Blocking Iraqi government property and prohibiting transactions with Iraq,19,1921,19,1921
3202,12725,BUSH,200,0,0,19900809,1990,8,9,101,1,0,Blocking Kuwaiti government property and transactions with Kuwait,19,1921,19,1921
3203,12726,BUSH,200,0,0,19900815,1990,8,15,101,1,0,Waiver under the Trade Act of 1974 with respect to the German Democratic Republic,18,1802,18,1802
3204,12727,BUSH,200,0,0,19900822,1990,8,22,101,1,0,Ordering the Selected Reserve of the Armed Forces to active duty,16,1612,16,1612
3205,12728,BUSH,200,0,0,19900822,1990,8,22,101,1,0,"Delegating the President's authority to suspend any provision of law relating to the promotion, retirement, or separation of members of the Armed Forces",16,1608,16,1608
3206,12729,BUSH,200,0,0,19900924,1990,9,24,101,1,0,Educational excellence for Hispanic Americans,6,603,6,603
3207,12730,BUSH,200,0,0,19900930,1990,9,30,101,1,0,Continuation of export control regulations,18,1803,18,1803
3208,12731,BUSH,200,0,0,19901017,1990,10,17,101,1,0,Principles of ethical conduct for government officers and employees,20,2010,20,2010
3209,12732,BUSH,200,0,0,19901031,1990,10,31,101,1,0,International fund for agricultural development,19,1926,19,1926
3210,12733,BUSH,200,0,0,19901113,1990,11,13,101,1,0,Authorizing the extension of the period of active duty of personnel of the Selected Reserve of the Armed Forces,16,1612,16,1612
3211,12734,BUSH,200,0,0,19901114,1990,11,14,101,1,0,National emergency construction authority,16,1611,16,1611
3212,12735,BUSH,200,0,0,19901116,1990,11,16,101,1,0,Chemical and biological weapons proliferation,16,1605,16,1605
3213,12736,BUSH,200,0,0,19901212,1990,12,12,101,1,0,Adjustments of certain rates of pay and allowances,20,2004,20,2004
3214,12737,BUSH,200,0,0,19901212,1990,12,12,101,1,0,President's Commission on Environmental Quality,7,799,7,799
3215,12738,BUSH,200,0,0,19901214,1990,12,14,101,1,0,Administration of foreign assistance and related functions and arms export controls,19,1901,19,1901
3216,12739,BUSH,200,0,0,19901217,1990,12,17,101,1,0,"Half-day closing of government departments and agencies on Monday, December 24, 1990",20,2030,20,2030
3217,12740,BUSH,200,0,0,19901229,1990,12,29,101,1,0,Waiver under the Trade Act of 1974 with respect to the Soviet Union,18,1802,18,1802
3218,12741,BUSH,200,0,0,19901231,1990,12,31,101,1,0,Extending the President's Education Policy Advisory Committee,6,600,6,600
3219,12742,BUSH,200,0,0,19910108,1991,1,8,102,1,0,National security industrial responsiveness,16,1603,16,1603
3220,12743,BUSH,200,0,0,19910118,1991,1,18,102,1,0,Ordering the Ready Reserve of the Armed Forces to active duty,16,1612,16,1612
3221,12744,BUSH,200,0,0,19910121,1991,1,21,102,1,0,"Designation of Arabian Peninsula areas, airspace, and adjacent waters as a combat zone",16,1600,16,1600
3222,12745,BUSH,200,0,0,19910122,1991,1,22,102,1,0,Waiver under the Trade Act of 1974 with respect to Bulgaria,18,1800,18,1800
3223,12746,BUSH,200,0,0,19910123,1991,1,23,102,1,0,Waiver under the Trade Act of 1974 with respect to Mongolia,18,1800,18,1800
3224,12747,BUSH,200,0,0,19910125,1991,1,25,102,1,0,National Nutrition Monitoring Council,13,1301,13,1301
3225,12748,BUSH,200,0,0,19910201,1991,2,1,102,1,0,Providing for federal pay administration,20,2004,20,2004
3226,12749,BUSH,200,0,0,19910204,1991,2,4,102,1,0,Additions to level IV of the executive schedule,20,2004,20,2004
3227,12750,BUSH,200,0,0,19910214,1991,2,14,102,1,0,"Designation of Arabian Peninsula areas, airspace, and adjacent waters as the Persian Gulf Desert Shield Area",16,1600,16,1600
3228,12751,BUSH,200,0,0,19910214,1991,2,14,102,1,0,Health care services for Operation Desert Storm,16,1619,16,1619
3229,12752,BUSH,200,0,0,19910225,1991,2,25,102,1,0,"Implementation of the Agricultural Trade Development and Assistance Act of 1954, as amended, and the Food for Progress Act of 1985, as amended",4,401,4,401
3230,12753,BUSH,200,0,0,19910308,1991,3,8,102,1,0,Nuclear cooperation with EURATOM,16,1605,16,1605
3231,12754,BUSH,200,0,0,19910312,1991,3,12,102,1,1,Establishing the Southwest Asia Service Medal,16,1699,16,1699
3232,12755,BUSH,200,0,0,19910312,1991,3,12,102,1,0,Administration of export controls,18,1803,18,1803
3233,12756,BUSH,200,0,0,19910318,1991,3,18,102,1,0,Continuance of the President's Drug Advisory Council,12,1203,12,1203
3234,12757,BUSH,200,0,0,19910319,1991,3,19,102,1,0,Implementation of the Enterprise for the Americas Initiative,19,1902,19,1902
3235,12758,BUSH,200,0,0,19910405,1991,4,5,102,1,0,Addition to level IV of the executive schedule,20,2004,20,2004
3236,12759,BUSH,200,0,0,19910417,1991,4,17,102,1,0,Federal energy management,8,800,8,800
3237,12760,BUSH,200,0,0,19910502,1991,5,2,102,1,0,President's Commission on Executive Exchange,20,2004,20,2004
3238,12761,BUSH,200,0,0,19910521,1991,5,21,102,1,1,Establishment of the President's Environment and Conservation Challenge Awards,7,799,7,799
3239,12762,BUSH,200,0,0,19910604,1991,6,4,102,1,0,Amendment relating to basic allowance for quarters,16,1608,16,1608
3240,12763,BUSH,200,0,0,19910604,1991,6,4,102,1,0,Facilitating the operation of the Advisory Commission on Conferences in Ocean Shipping,10,1007,10,1007
3241,12764,BUSH,200,0,0,19910605,1991,6,5,102,1,0,Federal Salary Council,20,2004,20,2004
3242,12765,BUSH,200,0,0,19910611,1991,6,11,102,1,0,Delegation of certain defense related authorities of the President to the Secretary of Defense,16,1600,16,1600
3243,12766,BUSH,200,0,0,19910618,1991,6,18,102,1,0,European Bank for Reconstruction and Development and European Space Agency,19,1910,19,1910
3244,12767,BUSH,200,0,0,19910627,1991,6,27,102,1,0,"Amendments to the Manual for Courts-Martial, United States, 1984",16,1608,16,1608
3245,12768,BUSH,200,0,0,19910628,1991,6,28,102,1,0,Extension of the President's Council of Advisors on Science and Technology,17,1700,17,1700
3246,12769,BUSH,200,0,0,19910710,1991,7,10,102,1,0,Implementation of section 311(a) of the Comprehensive Anti-Apartheid Act,19,1921,19,1921
3247,12770,BUSH,200,0,0,19910725,1991,7,25,102,1,0,Metric usage in federal government programs,15,1599,15,1599
3248,12771,BUSH,200,0,0,19910725,1991,7,25,102,1,0,Revoking earlier orders with respect to Kuwait,19,1921,19,1921
3249,12772,BUSH,200,0,0,19910817,1991,8,17,102,1,0,Waiver under the Trade Act of 1974 with respect to Romania,18,1800,18,1800
3250,12773,BUSH,200,0,0,19910926,1991,9,26,102,1,0,Amending Executive Order No. 10480,16,1604,16,1604
3251,12774,BUSH,200,0,0,19910927,1991,9,27,102,1,0,Continuance of certain federal advisory committees,20,2002,20,2002
3252,12775,BUSH,200,0,0,19911004,1991,10,4,102,1,0,Prohibiting certain transactions with respect to Haiti,19,1921,19,1921
3253,12776,BUSH,200,0,0,19911008,1991,10,8,102,1,1,Extending the National Defense Service Medal to members of the Reserve components of the Armed Forces of the United States during the period of the Persian Gulf crisis,16,1699,16,1699
3254,12777,BUSH,200,0,0,19911018,1991,10,18,102,1,0,"Implementation of section 311 of the Federal Water Pollution Control Act of October 18, 1972, as amended, and the Oil Pollution Act of 1990",7,710,7,701
3255,12778,BUSH,200,0,0,19911023,1991,10,23,102,1,0,Civil justice reform,12,1204,12,1204
3256,12779,BUSH,200,0,0,19911028,1991,10,28,102,1,0,Prohibiting certain transactions with respect to Haiti,19,1921,19,1921
3257,12780,BUSH,200,0,0,19911031,1991,10,31,102,1,0,Federal agency recycling and the Council on Federal Recycling and Procurement Policy,7,707,7,707
3258,12781,BUSH,200,0,0,19911120,1991,11,20,102,1,0,"Delegation of functions and authorities, development of requirements and regulations, and correction of title",16,1608,16,1608
3259,12782,BUSH,200,0,0,19911121,1991,11,21,102,1,0,Amending Executive Order No. 12594,13,1305,13,1305
3260,12783,BUSH,200,0,0,19911217,1991,12,17,102,1,0,Extending the President's Council on Rural America,14,1405,14,1405
3261,12784,BUSH,200,0,0,19911219,1991,12,19,102,1,0,Delegation of authority regarding the naval petroleum and oil shale reserves,8,803,8,803
3262,12785,BUSH,200,0,0,19911226,1991,12,26,102,1,0,Extending the President's Education Policy Advisory Committee,6,600,6,600
3263,12786,BUSH,200,0,0,19911226,1991,12,26,102,1,0,Adjustments of certain rates of pay and allowances,20,2004,20,2004
3264,12787,BUSH,200,0,0,19911231,1991,12,31,102,1,0,The order of succession of officers to act as Secretary of Defense,16,1600,16,1600
3265,12788,BUSH,200,0,0,19920115,1992,1,15,102,1,0,Defense economic adjustment program,16,1616,16,1616
3266,12789,BUSH,200,0,0,19920210,1992,2,10,102,1,0,Delegation of reporting functions under the Immigration Reform and Control Act of 1986,9,900,9,900
3267,12790,BUSH,200,0,0,19920303,1992,3,3,102,1,1,Amending the Executive Order establishing the Southwest Asia Service Medal,16,1699,16,1699
3268,12791,BUSH,200,0,0,19920309,1992,3,9,102,1,0,Nuclear cooperation with EURATOM,16,1605,16,1605
3269,12792,BUSH,200,0,0,19920312,1992,3,12,102,1,0,National Commission on America's Urban Families,14,1403,14,1403
3270,12793,BUSH,200,0,0,19920320,1992,3,20,102,1,1,Continuing the Presidential Service Certificate and the Presidential Service Badge,16,1699,16,1699
3271,12794,BUSH,200,0,0,19920331,1992,3,31,102,1,0,Establishing an emergency board to investigate disputes between certain railroads and their employees represented by the International Association of Machinists and Aerospace Workers,10,1005,10,1005
3272,12795,BUSH,200,0,0,19920331,1992,3,31,102,1,0,Establishing an emergency board to investigate a dispute between the Consolidated Rail Corporation and its employees represented by the Brotherhood of Maintenance of Way Employees,10,1005,10,1005
3273,12796,BUSH,200,0,0,19920331,1992,3,31,102,1,0,Establishing an emergency board to investigate disputes between the National Railroad Passenger Corporation and its employees represented by certain labor organizations,10,1005,10,1005
3274,12797,BUSH,200,0,0,19920403,1992,4,3,102,1,0,Review of increases in rates of basic pay for certain employees of the Department of Veterans Affairs and other agencies,20,2004,20,2004
3275,12798,BUSH,200,0,0,19920406,1992,4,6,102,1,0,Waiver under the Trade Act of 1974 with respect to Armenia,18,1800,18,1800
3276,12799,BUSH,200,0,0,19920407,1992,4,7,102,1,0,Navy and Marine Corps Reserve Officer promotion,16,1612,16,1612
3277,12800,BUSH,200,0,0,19920413,1992,4,13,102,1,0,Notification of employee rights concerning payment of union dues or fees,5,504,5,504
3278,12801,BUSH,200,0,0,19920415,1992,4,15,102,1,0,"Barring overflight, takeoff, and landing of aircraft flying to or from Libya",19,1921,19,1921
3279,12802,BUSH,200,0,0,19920416,1992,4,16,102,1,0,"Waiver under the Trade Act of 1974 with respect to the Republic of Byelarus, the Republic of Kyrgyzstan, and the Russian Federation",18,1802,18,1802
3280,12803,BUSH,200,0,0,19920430,1992,4,30,102,1,0,Infrastructure privatization,10,1010,10,1010
3281,12804,BUSH,200,0,0,19920501,1992,5,1,102,1,0,"Providing for the restoration of law and order in the city and county of Los Angeles, and other districts of California",12,1211,12,1211
3282,12805,BUSH,200,0,0,19920511,1992,5,11,102,1,0,Integrity and efficiency in federal programs,20,2002,20,2002
3283,12806,BUSH,200,0,0,19920519,1992,5,19,102,1,0,Establishment of a fetal tissue bank,3,398,3,398
3284,12807,BUSH,200,0,0,19920524,1992,5,24,102,1,0,Interdiction of illegal aliens,9,900,9,900
3285,12808,BUSH,200,0,0,19920530,1992,5,30,102,1,0,Blocking Yugoslav government property and property of the government of Serbia and Montenegro,19,1921,19,1921
3286,12809,BUSH,200,0,0,19920603,1992,6,3,102,1,0,"Waiver under the Trade Act of 1974 with respect to Albania, Azerbaijan, Georgia, Kazakhstan, Moldova, Ukraine, and Uzbekistan",18,1802,18,1802
3287,12810,BUSH,200,0,0,19920605,1992,6,5,102,1,0,Blocking property of and prohibiting transaction with the Federal Republic of Yugoslavia (Serbia and Montenegro),19,1921,19,1921
3288,12811,BUSH,200,0,0,19920624,1992,6,24,102,1,0,Waiver under the Trade Act of 1974 with respect to Tajikistan and Turkmenistan,18,1800,18,1800
3289,12812,BUSH,200,0,0,19920722,1992,7,22,102,1,0,Declassification and release of materials pertaining to prisoners of war and missing in action,16,1608,16,1608
3290,12813,BUSH,200,0,0,19920804,1992,8,4,102,1,0,President's Commission on Management of the Agency for International Development (AID) Programs,19,1906,19,1906
3291,12814,BUSH,200,0,0,19920910,1992,9,10,102,1,0,Additions to level IV of the executive schedule for members of the Chemical Safety and Hazard Investigation Board,20,2004,20,2004
3292,12815,BUSH,200,0,0,19920930,1992,9,30,102,1,0,Extending the President's Commission on Management of the Agency for International Development (AID) Programs,19,1906,19,1906
3293,12816,BUSH,200,0,0,19921014,1992,10,14,102,1,0,Management improvement in the federal government,20,2002,20,2002
3294,12817,BUSH,200,0,0,19921021,1992,10,21,102,1,0,Transfer of certain Iraqi government assets held by domestic banks,19,1921,19,1921
3295,12818,BUSH,200,0,0,19921023,1992,10,23,102,1,0,Open bidding on federal and federally funded construction projects,20,2007,20,2007
3296,12819,BUSH,200,0,0,19921028,1992,10,28,102,1,1,Establishing a Presidential Youth Award for Community Service,13,1305,13,1305
3297,12820,BUSH,200,0,1,19921105,1992,11,5,102,1,0,Facilitating federal employees' participation in community service activities,13,1305,13,1305
3298,12821,BUSH,200,0,1,19921116,1992,11,16,102,1,0,Improving mathematics and science in education in support of the national education goals,6,607,6,607
3299,12822,BUSH,200,0,1,19921116,1992,11,16,102,1,0,Providing for payment of separate maintenance allowances to employees assigned to Johnston Island,20,2004,20,2004
3300,12823,BUSH,200,0,1,19921203,1992,12,3,102,1,0,"Amendments to Executive Order No. 12757, implementation of the Enterprise for the Americas Initiative",19,1902,19,1902
3301,12824,BUSH,200,0,1,19921207,1992,12,7,102,1,1,Establishing the Transportation Distinguished Service Medal,10,1007,10,1007
3302,12825,BUSH,200,0,1,19921218,1992,12,18,102,1,0,"Half-day closing of government departments and agencies on Thursday, December 24, 1992",20,2030,20,2030
3303,12826,BUSH,200,0,1,19921230,1992,12,30,102,1,0,Adjustments of certain rates of pay and allowances,20,2004,20,2004
3304,12827,BUSH,200,0,1,19921230,1992,12,30,102,1,0,Amendment to Executive Order No. 12792,14,1403,14,1403
3305,12828,BUSH,200,0,1,19930105,1993,1,5,103,1,0,Delegation of certain personnel management authorities,20,2004,20,2004
3306,12829,BUSH,200,0,1,19930106,1993,1,6,103,1,0,National industrial security program,16,1603,16,1603
3307,12830,BUSH,200,0,1,19930109,1993,1,9,103,1,1,Establishing the Military Outstanding Volunteer Service Medal,16,1699,16,1699
3308,12831,BUSH,200,0,1,19930115,1993,1,15,103,1,0,Additional measures with respect to the Federal Republic of Yugoslavia (Serbia and Montenegro),19,1921,19,1921
3309,12832,BUSH,200,0,1,19930119,1993,1,19,103,1,0,Amendments relating to the National Research Council,17,1798,17,1798
3310,12833,BUSH,200,0,1,19930119,1993,1,19,103,1,0,Addition to level V of the executive schedule:  Transition manager for the United States Enrichment Corporation,20,2004,20,2004
3311,12834,CLINTON,100,1,0,19930120,1993,1,20,103,0,0,Ethics Commitments by executive branch appointees,20,2010,20,2010
3312,12835,CLINTON,100,1,0,19930125,1993,1,25,103,0,0,Establishment of the National Economic Council,1,100,1,100
3313,12836,CLINTON,100,1,0,19930201,1993,2,1,103,0,0,Revocation of certain Executive Orders concerning federal contracting,20,2007,20,2007
3314,12837,CLINTON,100,1,0,19930210,1993,2,10,103,0,0,Deficit control and productivity improvement in the administration of the federal government,20,2002,20,2002
3315,12838,CLINTON,100,1,0,19930210,1993,2,10,103,0,0,Termination and limitation of federal advisory committees,20,2002,20,2002
3316,12839,CLINTON,100,1,0,19930210,1993,2,10,103,0,0,"Reduction of 100,000 federal positions",20,2004,20,2004
3317,12840,CLINTON,100,1,0,19930309,1993,3,9,103,0,0,Nuclear cooperation with EURATOM,16,1605,16,1605
3318,12841,CLINTON,100,1,0,19930309,1993,3,9,103,0,0,Adjustments to level IV and V of the executive schedule,20,2004,20,2004
3319,12842,CLINTON,100,1,0,19930329,1993,3,29,103,0,0,International Development Law Institute,19,1926,19,1926
3320,12843,CLINTON,100,1,0,19930421,1993,4,21,103,0,0,Procurement requirements and policies for federal agencies for ozone-depleting substances,7,705,7,705
3321,12844,CLINTON,100,1,0,19930421,1993,4,21,103,0,0,Federal use of alternative fueled vehicles,8,806,8,806
3322,12845,CLINTON,100,1,0,19930421,1993,4,21,103,0,0,Requiring agencies to purchase energy efficient computer equipment,8,807,8,807
3323,12846,CLINTON,100,1,0,19930425,1993,4,25,103,0,0,Additional measures with respect to the Federal Republic of Yugoslavia (Serbia and Montenegro),19,1921,19,1921
3324,12847,CLINTON,100,0,0,19930517,1993,5,17,103,0,0,Amending Executive Order No. 11423,10,1010,10,1010
3325,12848,CLINTON,100,0,0,19930519,1993,5,19,103,0,0,Federal plan to break the cycle of homelessness,14,1409,14,1409
3326,12849,CLINTON,100,0,0,19930525,1993,5,25,103,0,0,Implementation of agreement with the European Community on government procurement,18,1802,18,1802
3327,12850,CLINTON,100,0,0,19930528,1993,5,28,103,0,0,Conditions for renewal of Most-Favored-Nation status for the People's Republic of China in 1994,18,1802,18,1802
3328,12851,CLINTON,100,0,0,19930611,1993,6,11,103,0,0,"Administration of proliferation sanctions, Middle East arms control, and related congressional reporting responsibilities",16,1605,16,1605
3329,12852,CLINTON,100,0,0,19930629,1993,6,29,103,0,0,President's Council on Sustainable Development,7,700,7,700
3330,12853,CLINTON,100,0,0,19930630,1993,6,30,103,0,0,Blocking government of Haiti property and prohibiting transactions with Haiti,19,1921,19,1921
3331,12854,CLINTON,100,0,0,19930704,1993,7,4,103,0,0,Implementation of the Cuban Democracy Act,19,1921,19,1921
3332,12855,CLINTON,100,0,0,19930719,1993,7,19,103,0,0,Amendment to Executive Order 12852,7,700,7,700
3333,12856,CLINTON,100,0,0,19930803,1993,8,3,103,0,0,Federal compliance with Right-to-Know laws and pollution prevention requirements,7,704,7,704
3334,12857,CLINTON,100,0,0,19930804,1993,8,4,103,0,0,Budget control,1,105,1,105
3335,12858,CLINTON,100,0,0,19930804,1993,8,4,103,0,0,Deficit Reduction Fund,1,105,1,105
3336,12859,CLINTON,100,0,0,19930816,1993,8,16,103,0,0,Establishment of the Domestic Policy Council,20,2002,20,2002
3337,12860,CLINTON,100,0,0,19930903,1993,9,3,103,0,0,Adding members to the Committee on Foreign Investment in the United States,18,1804,18,1804
3338,12861,CLINTON,100,0,0,19930911,1993,9,11,103,0,0,Elimination of one-half of executive branch internal regulations,20,2002,20,2002
3339,12862,CLINTON,100,0,0,19930911,1993,9,11,103,0,0,Setting customer service standards,20,2002,20,2002
3340,12863,CLINTON,100,0,0,19930913,1993,9,13,103,0,0,President's Foreign Intelligence Advisory Board,16,1603,16,1603
3341,12864,CLINTON,100,0,0,19930915,1993,9,15,103,0,0,United States Advisory Council on the National Information Infrastructure,17,1709,17,1709
3342,12865,CLINTON,100,0,0,19930926,1993,9,26,103,0,0,Prohibiting certain transactions involving UNITA,19,1921,19,1921
3343,12866,CLINTON,100,0,0,19930930,1993,9,30,103,0,0,Regulatory planning and review,20,2002,20,2002
3344,12867,CLINTON,100,0,0,19930930,1993,9,30,103,0,0,Termination of emergency authority for certain export controls,18,1803,18,1803
3345,12868,CLINTON,100,0,0,19930930,1993,9,30,103,0,0,Measures to restrict the participation by United States persons in weapons proliferation activities,16,1605,16,1605
3346,12869,CLINTON,100,0,0,19930930,1993,9,30,103,0,0,Continuance of certain federal advisory committees,20,2002,20,2002
3347,12870,CLINTON,100,0,0,19930930,1993,9,30,103,0,0,Trade Promotion Coordinating Committee,18,1800,18,1800
3348,12871,CLINTON,100,0,0,19931004,1993,10,4,103,0,0,Labor-management partnerships,5,504,5,504
3349,12872,CLINTON,100,0,0,19931018,1993,10,18,103,0,0,Blocking property of persons obstructing democratization in Haiti,19,1921,19,1921
3350,12873,CLINTON,100,0,0,19931020,1993,10,20,103,0,0,"Federal acquisition, recycling, and waste prevention",7,707,7,707
3351,12874,CLINTON,100,0,0,19931020,1993,10,20,103,0,0,Establishing an emergency board to investigate a dispute between the Long Island Rail Road and certain of its employees represented by the United Transportation Union,10,1005,10,1005
3352,12875,CLINTON,100,0,0,19931026,1993,10,26,103,0,0,Enhancing the intergovernmental partnership,20,2001,20,2001
3353,12876,CLINTON,100,0,0,19931101,1993,11,1,103,0,0,Historically black colleges and universities,6,601,6,601
3354,12877,CLINTON,100,0,0,19931103,1993,11,3,103,0,0,Amendment to Executive Order 12569,21,2105,21,2105
3355,12878,CLINTON,100,0,0,19931105,1993,11,5,103,0,0,Bipartisan Commission on Entitlement Reform,1,100,1,100
3356,12879,CLINTON,100,0,0,19931108,1993,11,8,103,0,0,Order of succession of officers to act as Secretary of the Navy,16,1600,16,1600
3357,12880,CLINTON,100,0,0,19931116,1993,11,16,103,0,0,National drug control program,12,1203,12,1203
3358,12881,CLINTON,100,0,0,19931123,1993,11,23,103,0,0,Establishment of the National Science and Technology Council,17,1700,17,1700
3359,12882,CLINTON,100,0,0,19931123,1993,11,23,103,0,0,President's Committee of Advisors on Science and Technology,17,1700,17,1700
3360,12883,CLINTON,100,0,0,19931129,1993,11,29,103,0,0,Delegating a federal pay administration authority,20,2004,20,2004
3361,12884,CLINTON,100,0,0,19931201,1993,12,1,103,0,0,"Delegation of functions under the Freedom Support Act and related provisions of the Foreign Operations, Export Financing and Related Programs Appropriation Act",19,1901,19,1901
3362,12885,CLINTON,100,0,0,19931214,1993,12,14,103,0,0,Amendment of Executive Order No. 12829,16,1603,16,1603
3363,12886,CLINTON,100,0,0,19931223,1993,12,23,103,0,0,Adjustment of rates of pay and allowances for the Uniformed Services,16,1608,16,1608
3364,12887,CLINTON,100,0,0,19931223,1993,12,23,103,0,0,Amending Executive Order No. 12878,1,100,1,100
3365,12888,CLINTON,100,0,0,19931223,1993,12,23,103,0,0,"Amendments to the Manual for Courts-Martial, United States, 1984",16,1608,16,1608
3366,12889,CLINTON,100,0,0,19931227,1993,12,27,103,0,0,Implementation of the North American Free Trade Agreement,18,1802,18,1802
3367,12890,CLINTON,100,0,0,19931230,1993,12,30,103,0,0,Amendment of Executive Order No. 12864,17,1709,17,1709
3368,12891,CLINTON,100,0,0,19940115,1994,1,15,103,0,0,Advisory Committee on Human Radiation Experiments,3,398,3,398
3369,12892,CLINTON,100,0,0,19940117,1994,1,17,103,0,0,Leadership and coordination of fair housing in federal programs:  affirmatively furthering fair housing,14,1400,14,1400
3370,12893,CLINTON,100,0,0,19940126,1994,1,26,103,0,0,Principles for federal infrastructure investments,10,1010,10,1010
3371,12894,CLINTON,100,0,0,19940126,1994,1,26,103,0,0,North Pacific Marine Science Organization,19,1926,19,1926
3372,12895,CLINTON,100,0,0,19940126,1994,1,26,103,0,0,North Pacific Anadromous Fish Commission,19,1926,19,1926
3373,12896,CLINTON,100,0,0,19940203,1994,2,3,103,0,0,Amending the Civil Service rules concerning political activity,20,2012,20,2012
3374,12897,CLINTON,100,0,0,19940203,1994,2,3,103,0,0,Garnishment of federal employees' pay,20,2004,20,2004
3375,12898,CLINTON,100,0,0,19940211,1994,2,11,103,0,0,Federal actions to address environmental justice in minority populations and low-income populations,2,200,2,200
3376,12899,CLINTON,100,0,0,19940215,1994,2,15,103,0,0,Establishing an emergency board to investigate a dispute between the Long Island Rail Road and certain of its employees represented by the United Transportation Union,10,1005,10,1005
3377,12900,CLINTON,100,0,0,19940222,1994,2,22,103,0,0,Educational excellence for Hispanic Americans,6,603,6,603
3378,12901,CLINTON,100,0,0,19940303,1994,3,3,103,0,0,Identification of trade expansion priorities,18,1800,18,1800
3379,12902,CLINTON,100,0,0,19940308,1994,3,8,103,0,0,Energy efficiency and water conservation at federal facilities,7,711,7,711
3380,12903,CLINTON,100,0,0,19940309,1994,3,9,103,0,0,Nuclear cooperation with EURATOM,16,1605,16,1605
3381,12904,CLINTON,100,0,0,19940316,1994,3,16,103,0,0,"Commission for Environmental Cooperation, Commission for Labor Cooperation, Border Environment Cooperation Commission, and North American Development Bank",19,1900,19,1900
3382,12905,CLINTON,100,0,0,19940325,1994,3,25,103,0,0,Trade and Environment Policy Advisory Committee,18,1800,18,1800
3383,12906,CLINTON,100,0,0,19940411,1994,4,11,103,0,0,Coordinating geographic data acquisition and access:  The National Spatial Data Infrastructure,17,1708,17,1708
3384,12907,CLINTON,100,0,0,19940414,1994,4,14,103,0,0,Amending Executive Order No. 12882,17,1700,17,1700
3385,12908,CLINTON,100,0,0,19940422,1994,4,22,103,0,0,Order of succession of officers to act as Secretary of the Army,16,1600,16,1600
3386,12909,CLINTON,100,0,0,19940422,1994,4,22,103,0,0,Order of succession of officers to act as Secretary of the Air Force,16,1600,16,1600
3387,12910,CLINTON,100,0,0,19940423,1994,4,23,103,0,0,"Providing for the closing of government departments and agencies on April 27, 1994",20,2099,20,2099
3388,12911,CLINTON,100,0,0,19940425,1994,4,25,103,0,0,Seal for the office of National Drug Control Policy,12,1203,12,1203
3389,12912,CLINTON,100,0,0,19940429,1994,4,29,103,0,0,Amendment to Executive Order No. 12878,1,100,1,100
3390,12913,CLINTON,100,0,0,19940502,1994,5,2,103,0,0,Revocation of Executive Order No. 12582,9,900,9,900
3391,12914,CLINTON,100,0,0,19940507,1994,5,7,103,0,0,Prohibiting certain transactions with respect Haiti,19,1921,19,1921
3392,12915,CLINTON,100,0,0,19940513,1994,5,13,103,0,0,Federal implementation of the North American Agreement on Environmental Cooperation,19,1902,19,1902
3393,12916,CLINTON,100,0,0,19940513,1994,5,13,103,0,0,Implementation of the Border Environment Cooperation Commission and the North American Development Bank,19,1900,19,1900
3394,12917,CLINTON,100,0,0,19940521,1994,5,21,103,0,0,Prohibiting certain transactions with respect Haiti,19,1921,19,1921
3395,12918,CLINTON,100,0,0,19940526,1994,5,26,103,0,0,Prohibiting certain transactions with respect to Rwanda and delegating authority with respect to other United Nations arms embargoes,19,1921,19,1921
3396,12919,CLINTON,100,0,0,19940603,1994,6,3,103,0,0,National defense industrial resources preparedness,16,1604,16,1604
3397,12920,CLINTON,100,0,0,19940610,1994,6,10,103,0,0,Prohibiting certain transactions with respect to Haiti,19,1921,19,1921
