id,year,Deflator,amount,chngdllr,pctChng,amount_nominal,TrueCode,majorfunction,subfunction,FunctionName,IsItMajorFunction,IsItSubFunction,IsItSubSubFunction,programmatic,discretionary,mandatory,Congress
6019,1999,0.7981,0,0,,0,350 TF/R,350,350.1,Agriculture- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6020,1999,0.7981,26348,13856.75893,110.9250635,21029,351 FInc,350,351,Farm Income Stabilization,0,1,0,1,0,1,106
6021,1999,0.7981,3835,174.6560211,4.772022434,3061,352 AgRe,350,352,Agricultural Research and Services,0,1,0,1,1,0,106
6022,1999,0.7981,17975,-200.1673782,-1.10133358,14346,370 Comr,370,,Commerce and Housing Credit,1,0,0,0,0,0,106
6023,1999,0.7981,0,0,,0,370 TF/R,370,370.1,Commerce and Housing Credit- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6024,1999,0.7981,992,2851.258002,153.3759011,792,371 Mort,370,371,Mortgage Credit,0,1,0,0,0,0,106
6025,1999,0.7981,7061,-1116.124498,-13.64955972,5636,372 Post,370,372,Postal Service,0,1,0,0,0,0,106
6026,1999,0.7981,1,43.12583459,102.6805585,1,373 DepI,370,373,Deposit Insurance,0,1,0,0,0,0,106
6027,1999,0.7981,9919,-1978.426717,-16.62822926,7917,376 Othr,370,376,Other Advancement of Commerce,0,1,0,1,1,0,106
6028,1999,0.7981,64636,7109.046942,12.35797195,51586,400 TRNS,400,,Transportation,1,0,0,0,0,0,106
6029,1999,0.7981,0,0,,0,400 TF/R,400,400.1,Transportation- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6030,1999,0.7981,44926,5465.972581,13.85193254,35856,401 GTrn,400,401,Ground Transportation,0,1,0,1,1,0,106
6031,1999,0.7981,14243,1055.147455,8.000814794,11368,402 AirT,400,402,Air Transportation,0,1,0,1,1,0,106
6032,1999,0.7981,5186,571.1703222,12.3790707,4139,403 WTrn,400,403,Water Transportation,0,1,0,1,1,0,106
6033,1999,0.7981,279,16.7565841,6.395642786,223,407 OthT,400,407,Other Transportation,0,1,0,1,1,0,106
6034,1999,0.7981,14149,662.9887589,4.916126048,11293,450 CDev,450,,Community and Regional Development,1,0,0,0,0,0,106
6035,1999,0.7981,0,0,,0,450 TF/R,450,450.1,Community and Regional Development- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6036,1999,0.7981,6873,-94.83346447,-1.360985426,5486,451 CDev,450,451,Community Development,0,1,0,1,1,0,106
6037,1999,0.7981,3389,121.9477276,3.732712813,2705,452 RDev,450,452,Area and Regional Development,0,1,0,1,1,0,106
6038,1999,0.7981,3886,635.8744958,19.5653691,3102,453 DRef,450,453,Disaster Relief and Insurance,0,1,0,1,1,0,106
6039,1999,0.7981,69556,-2384.931437,-3.315121331,55513,500 Educ,500,,"Education, Training, Employment, Social Services",1,0,0,0,0,0,106
6040,1999,0.7981,0,0,,0,500 TF/R,500,500.1,"Education, Training, Employment, Social Services- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,106
6041,1999,0.7981,21123,-2723.308201,-11.41991949,16859,501 ElEd,500,501,"Elementary, Secondary, and Vocational Education",0,1,0,1,1,0,106
6042,1999,0.7981,17140,-406.5563911,-2.316956694,13680,502 HiEd,500,502,Higher Education,0,1,0,1,0,1,106
6043,1999,0.7981,3286,413.8236827,14.4089026,2623,503 Resh,500,503,Research and General Education Aids,0,1,0,1,1,0,106
6044,1999,0.7981,10934,299.0138312,2.81160161,8727,504 Trng,500,504,Training and Employment,0,1,0,1,1,0,106
6045,1999,0.7981,1419,98.72323815,7.479033193,1133,505 Othr,500,505,Other Labor Services,0,1,0,1,1,0,106
6046,1999,0.7981,15650,-66.62759722,-0.423920578,12491,506 SoSv,500,506,Social Services,0,1,0,1,1,0,106
6047,1999,0.7981,178171,6736.811213,3.929659179,142199,550 Heth,550,,Health,1,0,0,0,0,0,106
6048,1999,0.7981,0,0,,0,550 TF/R,550,550.1,Health- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6049,1999,0.7981,154948,4299.60663,2.854074817,123664,551 Hlth,550,551,Health Care Services,0,1,0,1,0,1,106
6050,1999,0.7981,20429,2322.931472,12.82962262,16305,552 HRes,550,552,Health Research and Training,0,1,0,1,1,0,106
6051,1999,0.7981,2794,114.2731116,4.265513684,2230,554 Osha,550,554,Consumer and Occupational Health and Safety,0,1,0,1,1,0,106
6052,1999,0.7981,273315,18611.65621,7.307199448,218133,571 MedC,571,,Medicare,1,1,0,1,0,1,106
6053,1999,0.7981,305278,5752.077311,1.920393325,243643,600 IncS,600,,Income Security,1,0,0,0,0,0,106
6054,1999,0.7981,0,0,,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6055,1999,0.7981,3223,-4187.589224,-56.50504957,2573,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,106
6056,1999,0.7981,96207,746.0063165,0.781477584,76783,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,106
6057,1999,0.7981,29726,1646.658403,5.864168102,23725,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,106
6058,1999,0.7981,25802,3415.778061,15.25854579,20593,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,106
6059,1999,0.7981,44545,-3468.415128,-7.223757921,35552,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,106
6060,1999,0.7981,105772,7599.638883,7.741147051,84417,609 Othr,600,609,Other income security,0,1,0,1,0,1,106
6061,1999,0.7981,644991,37657.761,6.200502689,514768,651 SSec,651,,Social Security,1,1,0,1,0,1,106
6062,1999,0.7981,55327,1029.975217,1.896928407,44157,700 Vets,700,,Veterans' Benefits and Services,1,0,0,0,0,0,106
6063,1999,0.7981,0,0,,0,700 TF/R,700,700.1,Veterans' Benefits and Services- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6064,1999,0.7981,28774,1437.957243,5.260305981,22965,701 VetI,700,701,Income Security for Veterans,0,1,0,1,0,1,106
6065,1999,0.7981,1175,-252.192505,-17.67291556,938,702 VetE,700,702,"Veterans Education, Training, and  Rehabilitation",0,1,0,1,0,1,106
6066,1999,0.7981,22593,-194.0573524,-0.851614308,18032,703 Hosp,700,703,Hospital and Medical Care for Veterans,0,1,0,1,1,0,106
6067,1999,0.7981,1387,-86.1190741,-5.846508764,1107,704 VetH,700,704,Veterans Housing,0,1,0,0,0,0,106
6068,1999,0.7981,1397,124.3869048,9.778844717,1115,705 VetO,700,705,Other Veterans Benefits and Services,0,1,0,1,1,0,106
6069,1999,0.7981,34545,1561.403423,4.73382071,27571,750 Just,750,,Justice Administration,1,0,0,0,0,0,106
6070,1999,0.7981,0,0,,0,750 TF/R,750,750.1,Justice Administration- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6071,1999,0.7981,14288,621.8888945,4.550295562,11404,751 LawE,750,751,Federal Law Enforcement Activities,0,1,0,1,1,0,106
6072,1999,0.7981,9328,734.317917,8.544541738,7445,752 Liti,750,752,Federal Litigative and Judicial Activities,0,1,0,1,1,0,106
6073,1999,0.7981,4133,203.8628699,5.188670652,3299,753 Corr,750,753,Federal Correctional Activities,0,1,0,1,1,0,106
6074,1999,0.7981,6794,1.333741167,0.019634052,5423,754 CJst,750,754,Criminal Justice Assistance,0,1,0,1,1,0,106
6075,1999,0.7981,21326,801.5873444,3.905419461,17021,800 Govt,800,,General Government,1,0,0,0,0,0,106
6076,1999,0.7981,2936,305.3295861,11.60507739,2344,801 Lege,800,801,Legislative Functions,0,1,0,1,1,0,106
6077,1999,0.7981,615,60.71296629,10.95901919,491,802 Exec,800,802,Executive Direction and Management,0,1,0,1,1,0,106
6078,1999,0.7981,12296,-1573.362577,-11.3436379,9814,803 Fisc,800,803,Central Fiscal Operations,0,1,0,1,1,0,106
6079,1999,0.7981,967,632.314461,189.3157069,772,804 Prop,800,804,General Property and Records Management,0,1,0,1,1,0,106
6080,1999,0.7981,192,3.895974167,2.061361993,154,805 Pers,800,805,Central Personnel Management,0,1,0,1,1,0,106
6081,1999,0.7981,2547,-234.0730851,-8.416867497,2033,806 Asst,800,806,General Purpose Fiscal Assistance,0,1,0,1,1,0,106
6082,1999,0.7981,2878,1629.512937,130.5699469,2297,808 Othr,800,808,Other General Government,0,1,0,1,1,0,106
6083,1999,0.7981,-1108,-22.74291812,-2.096121486,-884,809 Dedu,800,809,Deductions for Offsetting Receipts,0,1,0,0,0,0,106
6084,1999,0.7981,287906,-18091.69239,-5.912375739,229778,900 NetI,900,,Net Interest,1,0,0,0,0,0,106
6085,1999,0.7981,442931,-18675.70059,-4.045800993,353504,901 Inte,900,901,Interest on the Public Debt,0,1,0,1,0,1,106
6086,1999,0.7981,-83348,1930.56657,2.263824118,-66520,902 OnBT,900,902,Interest Received by On-budget Trust Funds,0,1,0,0,0,0,106
6087,1999,0.7981,-65244,-6076.085474,-10.26920882,-52071,903 OfBT,900,903,Interest Received by Off-budget Trust Funds,0,1,0,0,0,0,106
6088,1999,0.7981,-6435,4729.527101,42.36409084,-5135,908 Othr,900,908,Other Interest,0,1,0,0,0,0,106
6089,1999,0.7981,0,0,,0,909 Invst,900,909,Other Investment Income,0,1,0,0,0,0,106
6090,1999,0.7981,-50677,9206.656604,15.37415103,-40445,950 Undt,950,,Undistributed Offsetting Receipts,1,0,0,0,0,0,106
6091,1999,0.7981,-35346,-45.10601652,-0.127775464,-28209,951 EmpO,950,951,"Employer Share, Employee Retirement (On-budget)",0,1,0,0,0,0,106
6092,1999,0.7981,-9254,-305.1233801,-3.409580736,-7385,952 EmpF,950,952,"Employer Share, Employee Retirement (Off-budget)",0,1,0,0,0,0,106
6093,1999,0.7981,-3882,1856.131444,32.34805584,-3098,953 Rent,950,953,Rents and Royalties on the Outer Continental Shelf,0,1,0,0,0,0,106
6094,1999,0.7981,0,6544.854714,99.9977802,0,954 Sale,950,954,Sale of Major Assets,0,1,0,0,0,0,106
6095,1999,0.7981,-2197,1155.899843,34.47360104,-1753,959 Recp,950,959,Other Undistributed Offsetting Receipts,0,1,0,0,0,0,106
6096,2000,0.8147,2454891,36648.04315,1.515482239,2000000,Totl BA,0,0,Total Budget Authority,0,0,0,0,0,0,106
6097,2000,0.8147,373210,6820.821244,1.861628659,304055,050 Defs,50,,National Defense,1,0,0,0,0,0,106
6098,2000,0.8147,0,0,,0,050 TF/R,50,50.1,National Defense- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6099,2000,0.8147,356379,7520.496197,2.155747094,290342,051-Mil,50,51,Department of Defense-Military,0,1,0,1,1,0,106
6100,2000,0.8147,90632,2110.645993,2.38434495,73838,051-MilP,50,51.1,Department of Defense-Military- Military Personnel,0,0,1,1,1,0,106
6101,2000,0.8147,133452,2001.858717,1.522905072,108724,051-O&M,50,51.2,Department of Defense-Military- Operation and Maintenance,0,0,1,1,1,0,106
6102,2000,0.8147,67475,3431.791262,5.358573555,54972,051-Proc,50,51.3,Department of Defense-Military- Procurement,0,0,1,1,1,0,106
6103,2000,0.8147,47510,-465.7039049,-0.970701819,38707,051-RDTE,50,51.4,"Department of Defense-Military- Research, Development, Test, and Evaluation",0,0,1,1,1,0,106
6104,2000,0.8147,6268,-505.0221538,-7.456402684,5107,051-MlCn,50,51.5,Department of Defense-Military- Military Construction,0,0,1,1,1,0,106
6105,2000,0.8147,4350,-149.3686514,-3.320041151,3544,051-FamH,50,51.6,Department of Defense-Military- Family Housing,0,0,1,1,1,0,106
6106,2000,0.8147,6689,1096.294937,19.6011968,5450,051-Othr,50,51.9,Department of Defense-Military- Other,0,0,1,1,1,0,106
6107,2000,0.8147,15265,-521.7533104,-3.304955409,12437,053 Atom,50,53,Atomic Energy Defense Activities,0,1,0,1,1,0,106
6108,2000,0.8147,1566,-177.9216433,-10.20192909,1276,054 Drel,50,54,Defense-related Activities,0,1,0,1,1,0,106
6109,2000,0.8147,27795,-19660.95154,-41.42985405,22645,150 IAff,150,,International Affairs,1,0,0,0,0,0,106
6110,2000,0.8147,0,0,,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6111,2000,0.8147,8274,-2971.246597,-26.42282434,6741,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,106
6112,2000,0.8147,9528,2174.945783,29.57902602,7763,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,106
6113,2000,0.8147,6892,-489.173017,-6.627462634,5615,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,106
6114,2000,0.8147,945,-570.9675614,-37.6627679,770,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,106
6115,2000,0.8147,2155,-17804.51015,-89.20542186,1756,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,106
6116,2000,0.8147,23678,51.28972767,0.217080999,19291,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,106
6117,2000,0.8147,0,0,,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,106
6118,2000,0.8147,8285,269.9720723,3.368335275,6750,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,106
6119,2000,0.8147,15393,-218.6823447,-1.400732415,12541,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,106
6120,2000,0.8147,-1454,-2682.464969,-100,-1184,270 Ener,270,,Energy,1,0,0,0,0,0,106
6121,2000,0.8147,0,0,,0,270 TF/R,270,270.1,Energy- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6122,2000,0.8147,-2826,-2780.472839,-100,-2302,271 ESup,270,271,Energy Supply,0,1,0,0,0,0,106
6123,2000,0.8147,904,129.0354392,16.64973409,737,272 ECon,270,272,Energy Conservation,0,1,0,1,1,0,106
6124,2000,0.8147,193,-6.539712497,-3.269856249,158,274 EPrp,270,274,Emergency Energy Preparedness,0,1,0,1,1,0,106
6125,2000,0.8147,273,-24.48785671,-8.217401581,223,276 EInf,270,276,"Energy Information, Policy, and Regulation",0,1,0,1,1,0,106
6126,2000,0.8147,30724,116.4996829,0.380630846,25031,300 NatR,300,,Natural Resources,1,0,0,0,0,0,106
6127,2000,0.8147,0,0,,0,300 TF/R,300,300.1,Natural Resources- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6128,2000,0.8147,5895,-9.853400599,-0.166865378,4803,301 Watr,300,301,Water Resources,0,1,0,1,1,0,106
6129,2000,0.8147,7043,-66.30144531,-0.932640952,5738,302 Land,300,302,Conservation and Land Management,0,1,0,1,1,0,106
6130,2000,0.8147,4422,290.1725586,7.022569182,3603,303 Recr,300,303,Recreational Resources,0,1,0,1,1,0,106
6131,2000,0.8147,9193,-114.7891641,-1.233231243,7490,304 Polu,300,304,Pollution Control and Abatement,0,1,0,1,1,0,106
6132,2000,0.8147,4169,17.27113432,0.415971443,3397,306 Othr,300,306,Other Natural Resources,0,1,0,1,1,0,106
6133,2000,0.8147,41373,11189.32428,37.07038259,33707,350 Agri,350,,Agriculture,1,0,0,0,0,0,106
6134,2000,0.8147,0,0,,0,350 TF/R,350,350.1,Agriculture- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6135,2000,0.8147,37102,10753.17227,40.81210061,30227,351 FInc,350,351,Farm Income Stabilization,0,1,0,1,0,1,106
6136,2000,0.8147,4271,436.1520081,11.37293372,3480,352 AgRe,350,352,Agricultural Research and Services,0,1,0,1,1,0,106
6137,2000,0.8147,18941,966.7507403,5.378307317,15432,370 Comr,370,,Commerce and Housing Credit,1,0,0,0,0,0,106
6138,2000,0.8147,0,0,,0,370 TF/R,370,370.1,Commerce and Housing Credit- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6139,2000,0.8147,1227,235.088838,23.69847157,1000,371 Mort,370,371,Mortgage Credit,0,1,0,0,0,0,106
6140,2000,0.8147,4679,-2382.748755,-33.74520259,3812,372 Post,370,372,Postal Service,0,1,0,0,0,0,106
6141,2000,0.8147,2,1.201915553,120.1915553,2,373 DepI,370,373,Deposit Insurance,0,1,0,0,0,0,106
6142,2000,0.8147,13033,3113.208741,31.38631657,10618,376 Othr,370,376,Other Advancement of Commerce,0,1,0,1,1,0,106
6143,2000,0.8147,67971,3335.021757,5.159697006,55376,400 TRNS,400,,Transportation,1,0,0,0,0,0,106
6144,2000,0.8147,0,0,,0,400 TF/R,400,400.1,Transportation- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6145,2000,0.8147,47390,2463.749558,5.484017179,38609,401 GTrn,400,401,Ground Transportation,0,1,0,1,1,0,106
6146,2000,0.8147,14736,492.8838064,3.46053364,12006,402 AirT,400,402,Air Transportation,0,1,0,1,1,0,106
6147,2000,0.8147,5556,370.5797095,7.145771491,4527,403 WTrn,400,403,Water Transportation,0,1,0,1,1,0,106
6148,2000,0.8147,287,7.808683096,2.798811146,234,407 OthT,400,407,Other Transportation,0,1,0,1,1,0,106
6149,2000,0.8147,13829,-320.2253689,-2.263236758,11267,450 CDev,450,,Community and Regional Development,1,0,0,0,0,0,106
6150,2000,0.8147,0,0,,0,450 TF/R,450,450.1,Community and Regional Development- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6151,2000,0.8147,6622,-251.7558617,-3.662969034,5395,451 CDev,450,451,Community Development,0,1,0,1,1,0,106
6152,2000,0.8147,3481,91.73637764,2.706886328,2836,452 RDev,450,452,Area and Regional Development,0,1,0,1,1,0,106
6153,2000,0.8147,3726,-160.2058848,-4.122642429,3036,453 DRef,450,453,Disaster Relief and Insurance,0,1,0,1,1,0,106
6154,2000,0.8147,60761,-8795.430236,-12.64510644,49502,500 Educ,500,,"Education, Training, Employment, Social Services",1,0,0,0,0,0,106
6155,2000,0.8147,0,0,,0,500 TF/R,500,500.1,"Education, Training, Employment, Social Services- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,106
6156,2000,0.8147,21033,-90.41004114,-0.428017048,17136,501 ElEd,500,501,"Elementary, Secondary, and Vocational Education",0,1,0,1,1,0,106
6157,2000,0.8147,14579,-2561.109332,-14.94229482,11878,502 HiEd,500,502,Higher Education,0,1,0,1,0,1,106
6158,2000,0.8147,3276,-10.5030348,-0.319629787,2669,503 Resh,500,503,Research and General Education Aids,0,1,0,1,1,0,106
6159,2000,0.8147,5958,-4976.698602,-45.51580942,4854,504 Trng,500,504,Training and Employment,0,1,0,1,1,0,106
6160,2000,0.8147,1534,114.6855056,8.082135701,1250,505 Othr,500,505,Other Labor Services,0,1,0,1,1,0,106
6161,2000,0.8147,14379,-1271.394731,-8.123927994,11715,506 SoSv,500,506,Social Services,0,1,0,1,1,0,106
6162,2000,0.8147,198231,20059.34248,11.2584778,161499,550 Heth,550,,Health,1,0,0,0,0,0,106
6163,2000,0.8147,0,0,,0,550 TF/R,550,550.1,Health- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6164,2000,0.8147,172537,17589.12873,11.35163328,140566,551 Hlth,550,551,Health Care Services,0,1,0,1,0,1,106
6165,2000,0.8147,22785,2355.303555,11.52921609,18563,552 HRes,550,552,Health Research and Training,0,1,0,1,1,0,106
6166,2000,0.8147,2909,114.9102015,4.112748801,2370,554 Osha,550,554,Consumer and Occupational Health and Safety,0,1,0,1,1,0,106
6167,2000,0.8147,280355,7040.585236,2.575996647,228406,571 MedC,571,,Medicare,1,1,0,1,0,1,106
6168,2000,0.8147,306568,1289.274744,0.422328089,249761,600 IncS,600,,Income Security,1,0,0,0,0,0,106
6169,2000,0.8147,0,0,,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6170,2000,0.8147,7521,4297.880382,133.3503066,6128,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,106
6171,2000,0.8147,96980,773.2414134,0.80372677,79010,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,106
6172,2000,0.8147,28259,-1467.369254,-4.936315865,23023,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,106
6173,2000,0.8147,22524,-3277.675236,-12.70318284,18351,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,106
6174,2000,0.8147,44095,-449.8100135,-1.009787885,35925,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,106
6175,2000,0.8147,107185,1413.007452,1.335899342,87324,609 Othr,600,609,Other income security,0,1,0,1,0,1,106
6176,2000,0.8147,688991,43999.18399,6.821674099,561321,651 SSec,651,,Social Security,1,1,0,1,0,1,106
6177,2000,0.8147,55865,538.3097548,0.972960317,45514,700 Vets,700,,Veterans' Benefits and Services,1,0,0,0,0,0,106
6178,2000,0.8147,0,0,,0,700 TF/R,700,700.1,Veterans' Benefits and Services- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6179,2000,0.8147,27834,-939.8038397,-3.26615639,22677,701 VetI,700,701,Income Security for Veterans,0,1,0,1,0,1,106
6180,2000,0.8147,1540,365.1530185,31.07685264,1255,702 VetE,700,702,"Veterans Education, Training, and  Rehabilitation",0,1,0,1,0,1,106
6181,2000,0.8147,24038,1444.636363,6.394176794,19584,703 Hosp,700,703,Hospital and Medical Care for Veterans,0,1,0,1,1,0,106
6182,2000,0.8147,977,-409.9974644,-29.56001906,796,704 VetH,700,704,Veterans Housing,0,1,0,0,0,0,106
6183,2000,0.8147,1475,78.32167742,5.606419286,1202,705 VetO,700,705,Other Veterans Benefits and Services,0,1,0,1,1,0,106
6184,2000,0.8147,33041,-1504.185857,-4.354279511,26919,750 Just,750,,Justice Administration,1,0,0,0,0,0,106
6185,2000,0.8147,0,0,,0,750 TF/R,750,750.1,Justice Administration- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,106
6186,2000,0.8147,14307,18.17068699,0.127174461,11656,751 LawE,750,751,Federal Law Enforcement Activities,0,1,0,1,1,0,106
6187,2000,0.8147,9628,299.6789955,3.212682199,7844,752 Liti,750,752,Federal Litigative and Judicial Activities,0,1,0,1,1,0,106
6188,2000,0.8147,4501,367.4761067,8.891268006,3667,753 Corr,750,753,Federal Correctional Activities,0,1,0,1,1,0,106
6189,2000,0.8147,4605,-2189.511647,-32.2271364,3752,754 CJst,750,754,Criminal Justice Assistance,0,1,0,1,1,0,106
6190,2000,0.8147,16386,-4940.501489,-23.16656424,13350,800 Govt,800,,General Government,1,0,0,0,0,0,106
6191,2000,0.8147,2745,-191.1793178,-6.511557146,2237,801 Lege,800,801,Legislative Functions,0,1,0,1,1,0,106
6192,2000,0.8147,549,-65.31545931,-10.62039989,448,802 Exec,800,802,Executive Direction and Management,0,1,0,1,1,0,106
6193,2000,0.8147,10461,-1835.185096,-14.92505771,8523,803 Fisc,800,803,Central Fiscal Operations,0,1,0,1,1,0,106
6194,2000,0.8147,230,-736.5375423,-76.16727428,188,804 Prop,800,804,General Property and Records Management,0,1,0,1,1,0,106
6195,2000,0.8147,197,4.660479465,2.427333055,161,805 Pers,800,805,Central Personnel Management,0,1,0,1,1,0,106
6196,2000,0.8147,2526,-21.2166163,-0.833004174,2058,806 Asst,800,806,General Purpose Fiscal Assistance,0,1,0,1,1,0,106
6197,2000,0.8147,2599,-278.355491,-9.671837769,2118,808 Othr,800,808,Other General Government,0,1,0,1,1,0,106
6198,2000,0.8147,-2926,-1817.372446,-100,-2383,809 Dedu,800,809,Deductions for Offsetting Receipts,0,1,0,0,0,0,106
6199,2000,0.8147,273773,-14133.10937,-4.908931863,223043,900 NetI,900,,Net Interest,1,0,0,0,0,0,106
6200,2000,0.8147,444308,1376.370943,0.310741615,361978,901 Inte,900,901,Interest on the Public Debt,0,1,0,1,0,1,106
6201,2000,0.8147,-85050,-1701.760166,-2.041752851,-69290,902 OnBT,900,902,Interest Received by On-budget Trust Funds,0,1,0,0,0,0,106
6202,2000,0.8147,-73397,-8152.638415,-12.49561403,-59796,903 OfBT,900,903,Interest Received by Off-budget Trust Funds,0,1,0,0,0,0,106
6203,2000,0.8147,-12090,-5655.081734,-87.88005803,-9849,908 Othr,900,908,Other Interest,0,1,0,0,0,0,106
6204,2000,0.8147,0,0,,0,909 Invst,900,909,Other Investment Income,0,1,0,0,0,0,106
6205,2000,0.8147,-52266,-1589.257794,-3.136053425,-42581,950 Undt,950,,Undistributed Offsetting Receipts,1,0,0,0,0,0,106
6206,2000,0.8147,-37087,-1740.849105,-4.925165804,-30214,951 EmpO,950,951,"Employer Share, Employee Retirement (On-budget)",0,1,0,0,0,0,106
6207,2000,0.8147,-9375,-120.7762877,-1.305125218,-7637,952 EmpF,950,952,"Employer Share, Employee Retirement (Off-budget)",0,1,0,0,0,0,106
6208,2000,0.8147,-5622,-1739.982157,-44.82179693,-4580,953 Rent,950,953,Rents and Royalties on the Outer Continental Shelf,0,1,0,0,0,0,106
6209,2000,0.8147,0,0,,0,954 Sale,950,954,Sale of Major Assets,0,1,0,0,0,0,106
6210,2000,0.8147,-185,2012.349755,91.59534615,-150,959 Recp,950,959,Other Undistributed Offsetting Receipts,0,1,0,0,0,0,106
6211,2001,0.8342,2565332,110440.6836,4.498801926,2140000,Totl BA,0,0,Total Budget Authority,0,0,0,0,0,0,107
6212,2001,0.8342,401368,28157.97835,7.544808111,334822,050 Defs,50,,National Defense,1,0,0,0,0,0,107
6213,2001,0.8342,0,0,,0,050 TF/R,50,50.1,National Defense- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,107
6214,2001,0.8342,382021,25642.06283,7.195166615,318682,051-Mil,50,51,Department of Defense-Military,0,1,0,1,1,0,107
6215,2001,0.8342,92170,1538.807692,1.697863549,76889,051-MilP,50,51.1,Department of Defense-Military- Military Personnel,0,0,1,1,1,0,107
6216,2001,0.8342,150068,16615.52422,12.45056216,125187,051-O&M,50,51.2,Department of Defense-Military- Operation and Maintenance,0,0,1,1,1,0,107
6217,2001,0.8342,75051,7576.402167,11.22845819,62608,051-Proc,50,51.3,Department of Defense-Military- Procurement,0,0,1,1,1,0,107
6218,2001,0.8342,49862,2351.403221,4.949280617,41595,051-RDTE,50,51.4,"Department of Defense-Military- Research, Development, Test, and Evaluation",0,0,1,1,1,0,107
6219,2001,0.8342,6502,233.4727646,3.724836704,5424,051-MlCn,50,51.5,Department of Defense-Military- Military Construction,0,0,1,1,1,0,107
6220,2001,0.8342,4413,63.74212846,1.465336286,3682,051-FamH,50,51.6,Department of Defense-Military- Family Housing,0,0,1,1,1,0,107
6221,2001,0.8342,3952,-2737.289367,-40.92225096,3297,051-Othr,50,51.9,Department of Defense-Military- Other,0,0,1,1,1,0,107
6222,2001,0.8342,17242,1977.125427,12.95201721,14384,053 Atom,50,53,Atomic Energy Defense Activities,0,1,0,1,1,0,107
6223,2001,0.8342,2105,538.790094,34.4054977,1756,054 Drel,50,54,Defense-related Activities,0,1,0,1,1,0,107
6224,2001,0.8342,24178,-3616.653557,-13.01188544,20170,150 IAff,150,,International Affairs,1,0,0,0,0,0,107
6225,2001,0.8342,0,0,,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,107
6226,2001,0.8342,9745,1471.652935,17.78647492,8130,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,107
6227,2001,0.8342,7982,-1546.162655,-16.22756775,6659,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,107
6228,2001,0.8342,7687,795.4973667,11.54232975,6413,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,107
6229,2001,0.8342,1076,131.3472825,13.89918333,898,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,107
6230,2001,0.8342,-2314,-4468.988486,-100,-1930,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,107
